"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2015年5月14日","27,286.55","27,395.92","27,397.67","27,192.93","1.57B","0.14%"
"2015年5月13日","27,249.28","27,473.50","27,524.82","27,191.03","2.15B","-0.58%"
"2015年5月12日","27,407.18","27,664.18","27,693.63","27,395.91","1.58B","-1.12%"
"2015年5月11日","27,718.20","27,837.04","27,837.28","27,582.23","1.59B","0.51%"
"2015年5月8日","27,577.34","27,557.52","27,652.62","27,367.11","1.87B","1.05%"
"2015年5月7日","27,289.97","27,567.62","27,604.49","27,207.28","1.95B","-1.27%"
"2015年5月6日","27,640.91","27,698.10","28,054.68","27,570.41","2.34B","-0.41%"
"2015年5月5日","27,755.54","28,295.72","28,316.63","27,598.17","2.36B","-1.31%"
"2015年5月4日","28,123.82","28,231.26","28,343.74","28,017.20","2.06B","-0.03%"
"2015年4月30日","28,133.00","28,289.14","28,317.87","27,997.90","2.64B","-0.94%"
"2015年4月29日","28,400.34","28,453.10","28,453.10","28,201.76","2.16B","-0.15%"
"2015年4月28日","28,442.75","28,448.22","28,548.45","28,251.99","3.14B","0.03%"
"2015年4月27日","28,433.59","28,245.14","28,588.52","28,245.14","2.88B","1.33%"
"2015年4月24日","28,060.98","27,978.39","28,089.37","27,591.57","2.49B","0.84%"
"2015年4月23日","27,827.70","28,112.38","28,213.63","27,804.03","2.52B","-0.38%"
"2015年4月22日","27,933.85","27,821.32","28,048.46","27,727.86","2.44B","0.30%"
"2015年4月21日","27,850.49","27,404.15","27,925.36","27,404.15","2.82B","2.79%"
"2015年4月20日","27,094.93","27,770.79","27,770.79","26,959.77","3.48B","-2.02%"
"2015年4月17日","27,653.12","27,808.24","27,969.41","27,597.68","3.20B","-0.31%"
"2015年4月16日","27,739.71","27,557.29","27,787.98","27,470.10","3.37B","0.44%"
"2015年4月15日","27,618.82","27,693.25","27,807.98","27,442.52","4.05B","0.21%"
"2015年4月14日","27,561.49","27,688.26","27,915.01","27,483.45","3.89B","-1.62%"
"2015年4月13日","28,016.34","27,374.33","28,031.96","27,304.12","4.87B","2.73%"
"2015年4月10日","27,272.39","27,373.68","27,373.68","26,812.75","3.44B","1.22%"
"2015年4月9日","26,944.39","26,913.28","27,922.67","26,732.23","5.18B","2.70%"
"2015年4月8日","26,236.86","25,708.24","26,247.63","25,640.04","4.23B","3.80%"
"2015年4月2日","25,275.64","25,214.33","25,297.80","25,152.57","2.17B","0.77%"
"2015年4月1日","25,082.75","24,955.20","25,099.06","24,926.11","1.77B","0.73%"
"2015年3月31日","24,900.89","25,113.20","25,113.20","24,876.37","2.64B","0.18%"
"2015年3月30日","24,855.12","24,727.46","24,949.35","24,725.52","2.65B","1.51%"
"2015年3月27日","24,486.20","24,541.44","24,549.88","24,420.47","1.66B","-0.04%"
"2015年3月26日","24,497.08","24,442.51","24,592.01","24,399.84","1.39B","-0.13%"
"2015年3月25日","24,528.23","24,410.53","24,613.69","24,377.92","1.47B","0.53%"
"2015年3月24日","24,399.60","24,484.68","24,490.15","24,294.95","1.61B","-0.39%"
"2015年3月23日","24,494.51","24,538.34","24,559.77","24,436.42","1.51B","0.49%"
"2015年3月20日","24,375.24","24,417.53","24,524.55","24,351.50","2.07B","-0.38%"
"2015年3月19日","24,468.89","24,325.56","24,500.23","24,248.84","1.88B","1.45%"
"2015年3月18日","24,120.08","23,938.63","24,210.75","23,938.63","1.72B","0.91%"
"2015年3月17日","23,901.49","24,106.47","24,106.47","23,822.78","1.23B","-0.20%"
"2015年3月16日","23,949.55","23,771.40","23,970.05","23,711.27","1.22B","0.53%"
"2015年3月13日","23,823.21","23,808.97","23,918.71","23,790.83","1.59B","0.11%"
"2015年3月12日","23,797.96","23,709.17","23,880.25","23,677.06","1.67B","0.34%"
"2015年3月11日","23,717.97","23,807.10","23,899.86","23,703.84","1.68B","-0.75%"
"2015年3月10日","23,896.98","24,150.68","24,152.40","23,869.82","1.52B","-0.94%"
"2015年3月9日","24,123.05","23,982.50","24,205.86","23,910.16","1.62B","-0.17%"
"2015年3月6日","24,164.00","24,235.76","24,294.36","24,126.09","1.62B","-0.12%"
"2015年3月5日","24,193.04","24,274.90","24,393.85","24,133.71","1.92B","-1.11%"
"2015年3月4日","24,465.38","24,656.94","24,705.96","24,439.29","1.62B","-0.96%"
"2015年3月3日","24,702.78","24,984.62","24,984.62","24,663.43","1.55B","-0.74%"
"2015年3月2日","24,887.44","24,996.76","24,997.83","24,715.38","1.59B","0.26%"
"2015年2月27日","24,823.29","24,902.61","25,101.96","24,815.03","1.55B","-0.32%"
"2015年2月26日","24,902.06","24,718.28","24,998.64","24,709.56","1.86B","0.50%"
"2015年2月25日","24,778.28","24,822.28","24,869.37","24,691.78","1.43B","0.11%"
"2015年2月24日","24,750.07","24,776.72","24,808.30","24,673.93","1.11B","-0.35%"
"2015年2月23日","24,836.76","24,916.24","24,916.24","24,664.68","1.05B","0.02%"
"2015年2月18日","24,832.08","24,836.05","24,871.79","24,806.06","975.87M","0.19%"
"2015年2月17日","24,784.88","24,653.88","24,855.75","24,653.88","822.90M","0.24%"
"2015年2月16日","24,726.53","24,717.49","24,771.60","24,687.15","955.27M","0.18%"
"2015年2月13日","24,682.54","24,535.66","24,702.54","24,521.13","1.34B","1.07%"
"2015年2月12日","24,422.15","24,377.59","24,514.49","24,226.29","1.47B","0.44%"
"2015年2月11日","24,315.02","24,512.62","24,551.74","24,266.68","1.30B","-0.87%"
"2015年2月10日","24,528.10","24,475.04","24,583.79","24,422.85","1.06B","0.03%"
"2015年2月9日","24,521.00","24,529.55","24,657.87","24,449.48","1.33B","-0.64%"
"2015年2月6日","24,679.39","24,843.20","24,843.20","24,645.76","1.44B","-0.35%"
"2015年2月5日","24,765.49","25,048.26","25,048.26","24,642.81","2.42B","0.35%"
"2015年2月4日","24,679.76","24,750.76","24,824.58","24,642.50","1.84B","0.51%"
"2015年2月3日","24,554.78","24,542.49","24,602.60","24,327.51","1.55B","0.29%"
"2015年2月2日","24,484.74","24,347.27","24,506.81","24,324.37","1.62B","-0.09%"
"2015年1月30日","24,507.05","24,771.37","24,771.37","24,450.05","1.48B","-0.36%"
"2015年1月29日","24,595.85","24,645.20","24,739.22","24,524.18","1.92B","-1.07%"
"2015年1月28日","24,861.81","24,799.98","24,983.89","24,716.68","1.40B","0.22%"
"2015年1月27日","24,807.28","24,995.08","24,995.08","24,672.76","1.71B","-0.41%"
"2015年1月26日","24,909.90","24,907.19","24,916.49","24,761.55","1.36B","0.24%"
"2015年1月23日","24,850.45","24,807.36","24,896.22","24,726.77","2.45B","1.34%"
"2015年1月22日","24,522.63","24,480.02","24,589.62","24,438.98","1.73B","0.70%"
"2015年1月21日","24,352.58","24,036.41","24,373.28","24,016.63","1.90B","1.68%"
"2015年1月20日","23,951.16","23,798.46","23,997.31","23,747.92","1.63B","0.90%"
"2015年1月19日","23,738.49","23,971.23","24,049.55","23,590.05","3.04B","-1.51%"
"2015年1月16日","24,103.52","24,196.85","24,253.09","24,086.21","1.72B","-1.02%"
"2015年1月15日","24,350.91","24,169.35","24,369.00","24,070.39","1.75B","0.99%"
"2015年1月14日","24,112.60","24,276.33","24,326.70","24,056.22","1.51B","-0.43%"
"2015年1月13日","24,215.97","23,908.23","24,254.11","23,908.23","1.39B","0.79%"
"2015年1月12日","24,026.46","24,118.59","24,118.59","23,905.01","1.41B","0.45%"
"2015年1月9日","23,919.95","24,049.70","24,169.06","23,859.49","2.33B","0.35%"
"2015年1月8日","23,835.53","23,920.35","23,941.64","23,719.05","2.01B","0.65%"
"2015年1月7日","23,681.26","23,396.70","23,715.71","23,332.03","2.18B","0.83%"
"2015年1月6日","23,485.41","23,515.13","23,611.00","23,312.50","2.62B","-0.99%"
"2015年1月5日","23,721.32","23,699.19","23,998.87","23,655.52","2.59B","-0.57%"
"2015年1月2日","23,857.82","23,683.63","23,867.46","23,635.60","1.80B","1.07%"
"2014年12月31日","23,605.04","23,480.81","23,632.35","23,464.25","1.05B","0.44%"
"2014年12月30日","23,501.10","23,853.13","23,853.13","23,442.55","1.77B","-1.14%"
"2014年12月29日","23,773.18","23,694.53","23,867.46","23,694.53","2.13B","1.82%"
"2014年12月24日","23,349.34","23,290.42","23,421.10","23,290.42","740.67M","0.07%"
"2014年12月23日","23,333.69","23,423.33","23,495.62","23,269.43","1.76B","-0.32%"
"2014年12月22日","23,408.57","23,264.05","23,478.90","23,264.05","3.00B","1.26%"
"2014年12月19日","23,116.63","23,158.27","23,189.60","23,041.37","2.31B","1.25%"
"2014年12月18日","22,832.21","22,878.34","22,935.05","22,736.89","2.31B","1.09%"
"2014年12月17日","22,585.84","22,697.68","22,726.56","22,529.75","2.56B","-0.37%"
"2014年12月16日","22,670.50","22,877.30","22,944.28","22,641.06","2.16B","-1.55%"
"2014年12月15日","23,027.85","22,977.84","23,067.67","22,856.02","1.66B","-0.95%"
"2014年12月12日","23,249.20","23,328.99","23,445.96","23,230.03","1.64B","-0.27%"
"2014年12月11日","23,312.54","23,269.51","23,382.83","23,169.67","2.43B","-0.90%"
"2014年12月10日","23,524.52","23,442.69","23,656.51","23,345.89","2.31B","0.16%"
"2014年12月9日","23,485.83","23,910.41","23,934.02","23,399.87","3.87B","-2.34%"
"2014年12月8日","24,047.67","24,113.14","24,189.59","24,012.15","3.83B","0.19%"
"2014年12月5日","24,002.64","23,907.78","24,170.05","23,772.84","5.03B","0.71%"
"2014年12月4日","23,832.56","23,554.81","23,844.24","23,456.71","3.56B","1.72%"
"2014年12月3日","23,428.62","23,756.05","23,921.76","23,378.81","3.22B","-0.95%"
"2014年12月2日","23,654.30","23,400.11","23,784.95","23,293.81","2.84B","1.23%"
"2014年12月1日","23,367.45","23,678.00","23,731.76","23,318.48","3.14B","-2.58%"
"2014年11月28日","23,987.45","23,982.29","24,117.16","23,887.63","3.15B","-0.07%"
"2014年11月27日","24,004.28","24,169.85","24,228.11","23,962.44","1.81B","-0.45%"
"2014年11月26日","24,111.98","23,833.19","24,176.64","23,799.42","2.23B","1.12%"
"2014年11月25日","23,843.91","23,841.16","23,935.07","23,809.51","2.08B","-0.21%"
"2014年11月24日","23,893.14","23,883.32","23,936.34","23,823.56","2.86B","1.95%"
"2014年11月21日","23,437.12","23,353.72","23,508.02","23,301.48","1.52B","0.37%"
"2014年11月20日","23,349.64","23,401.00","23,461.02","23,252.63","1.35B","-0.10%"
"2014年11月19日","23,373.31","23,466.07","23,572.21","23,341.16","1.41B","-0.66%"
"2014年11月18日","23,529.17","23,868.90","23,881.01","23,483.19","1.54B","-1.13%"
"2014年11月17日","23,797.08","24,313.06","24,313.06","23,787.28","1.73B","-1.21%"
"2014年11月14日","24,087.38","24,048.36","24,102.70","23,966.80","1.49B","0.28%"
"2014年11月13日","24,019.94","23,854.33","24,097.92","23,850.39","2.06B","0.34%"
"2014年11月12日","23,938.18","23,883.31","23,999.97","23,801.73","1.79B","0.55%"
"2014年11月11日","23,808.28","23,809.41","23,931.45","23,760.53","3.42B","0.27%"
"2014年11月10日","23,744.70","24,074.85","24,110.24","23,703.72","1.97B","0.83%"
"2014年11月7日","23,550.24","23,607.65","23,831.25","23,430.20","1.61B","-0.42%"
"2014年11月6日","23,649.31","23,737.76","23,775.73","23,623.41","1.06B","-0.20%"
"2014年11月5日","23,695.62","23,846.84","23,846.84","23,623.14","1.36B","-0.63%"
"2014年11月4日","23,845.66","23,849.72","24,016.42","23,815.85","1.32B","-0.29%"
"2014年11月3日","23,915.97","24,133.45","24,133.45","23,875.09","1.33B","-0.34%"
"2014年10月31日","23,998.06","23,913.69","24,046.40","23,850.70","2.06B","1.25%"
"2014年10月30日","23,702.04","23,841.74","23,841.74","23,615.10","1.61B","-0.49%"
"2014年10月29日","23,819.87","23,703.95","23,855.67","23,699.56","2.02B","1.27%"
"2014年10月28日","23,520.36","23,189.83","23,570.92","23,189.83","1.89B","1.63%"
"2014年10月27日","23,143.23","23,275.40","23,275.40","23,012.80","1.23B","-0.68%"
"2014年10月24日","23,302.20","23,311.88","23,352.59","23,157.48","1.20B","-0.13%"
"2014年10月23日","23,333.18","23,296.00","23,397.17","23,221.69","1.04B","-0.30%"
"2014年10月22日","23,403.97","23,300.45","23,460.77","23,193.48","1.73B","1.37%"
"2014年10月21日","23,088.58","23,073.36","23,231.52","22,964.92","1.03B","0.08%"
"2014年10月20日","23,070.26","23,239.78","23,290.42","23,052.31","1.18B","0.20%"
"2014年10月17日","23,023.21","22,904.11","23,148.96","22,888.76","1.85B","0.53%"
"2014年10月16日","22,900.94","22,913.50","23,040.31","22,868.02","1.53B","-1.03%"
"2014年10月15日","23,140.05","23,087.50","23,238.04","22,992.93","1.44B","0.40%"
"2014年10月14日","23,047.97","23,064.92","23,409.96","23,040.80","1.53B","-0.41%"
"2014年10月13日","23,143.38","22,884.00","23,273.04","22,871.27","1.41B","0.24%"
"2014年10月10日","23,088.54","23,198.80","23,237.40","23,071.27","1.40B","-1.90%"
"2014年10月9日","23,534.53","23,461.35","23,581.35","23,437.87","1.13B","1.17%"
"2014年10月8日","23,263.33","23,221.76","23,369.39","23,184.15","1.25B","-0.68%"
"2014年10月7日","23,422.52","23,224.22","23,517.85","23,209.77","1.64B","0.46%"
"2014年10月6日","23,315.04","23,053.79","23,441.27","22,988.64","1.64B","1.09%"
"2014年10月3日","23,064.56","22,691.59","23,147.85","22,565.60","2.58B","0.57%"
"2014年9月30日","22,932.98","23,137.26","23,137.26","22,855.04","2.19B","-1.28%"
"2014年9月29日","23,229.21","23,399.51","23,399.51","23,095.78","2.23B","-1.90%"
"2014年9月26日","23,678.41","23,581.56","23,717.08","23,555.62","1.34B","-0.38%"
"2014年9月25日","23,768.13","24,048.38","24,058.02","23,754.33","1.57B","-0.64%"
"2014年9月24日","23,921.61","23,788.98","24,016.41","23,788.98","1.37B","0.35%"
"2014年9月23日","23,837.07","23,882.59","24,012.06","23,825.96","1.42B","-0.49%"
"2014年9月22日","23,955.49","24,072.18","24,082.62","23,949.29","1.72B","-1.44%"
"2014年9月19日","24,306.16","24,334.65","24,419.85","24,155.62","1.92B","0.57%"
"2014年9月18日","24,168.72","24,294.64","24,294.64","24,103.53","1.46B","-0.85%"
"2014年9月17日","24,376.41","24,380.28","24,470.26","24,339.53","1.79B","1.00%"
"2014年9月16日","24,136.01","24,318.82","24,405.98","24,117.60","1.28B","-0.91%"
"2014年9月15日","24,356.99","24,410.38","24,471.80","24,300.57","1.48B","-0.97%"
"2014年9月12日","24,595.32","24,620.19","24,701.43","24,487.94","1.23B","-0.27%"
"2014年9月11日","24,662.64","24,701.73","24,782.95","24,589.90","1.44B","-0.17%"
"2014年9月10日","24,705.36","24,969.39","24,969.39","24,681.19","1.75B","-1.93%"
"2014年9月8日","25,190.45","25,293.09","25,293.09","25,074.02","1.27B","-0.20%"
"2014年9月5日","25,240.15","25,356.56","25,356.56","25,171.59","2.16B","-0.23%"
"2014年9月4日","25,297.92","25,268.44","25,362.98","25,193.37","1.98B","-0.08%"
"2014年9月3日","25,317.95","24,786.04","25,325.16","24,751.72","2.54B","2.30%"
"2014年9月2日","24,749.02","24,699.76","24,816.89","24,576.23","1.65B","-0.01%"
"2014年9月1日","24,752.09","24,703.74","24,891.27","24,696.18","1.45B","0.04%"
"2014年8月29日","24,742.06","24,748.19","24,814.27","24,630.80","1.71B","0.00%"
"2014年8月28日","24,741.00","25,055.81","25,055.81","24,679.10","1.53B","-0.71%"
"2014年8月27日","24,918.75","25,134.49","25,160.68","24,883.46","1.47B","-0.62%"
"2014年8月26日","25,074.50","25,147.75","25,188.31","25,068.98","1.25B","-0.37%"
"2014年8月25日","25,166.91","25,049.96","25,243.16","24,946.85","1.33B","0.22%"
"2014年8月22日","25,112.23","25,113.73","25,132.93","25,025.94","1.18B","0.47%"
"2014年8月21日","24,994.10","25,142.34","25,142.34","24,896.20","1.46B","-0.66%"
"2014年8月20日","25,159.76","25,156.95","25,190.03","25,056.71","1.24B","0.15%"
"2014年8月19日","25,122.95","25,045.55","25,201.21","24,909.26","1.47B","0.67%"
"2014年8月18日","24,955.46","24,943.60","24,978.94","24,765.03","1.28B","0.00%"
"2014年8月15日","24,954.94","24,969.72","25,010.31","24,872.71","1.15B","0.62%"
"2014年8月14日","24,801.36","24,894.18","24,964.42","24,721.87","1.46B","-0.36%"
"2014年8月13日","24,890.34","24,726.24","24,907.11","24,611.22","1.47B","0.81%"
"2014年8月12日","24,689.41","24,668.57","24,691.66","24,552.42","1.03B","0.18%"
"2014年8月11日","24,646.02","24,533.34","24,671.33","24,491.02","1.13B","1.29%"
"2014年8月8日","24,331.41","24,307.10","24,493.01","24,190.93","1.34B","-0.23%"
"2014年8月7日","24,387.56","24,498.83","24,502.30","24,364.58","1.23B","-0.80%"
"2014年8月6日","24,584.13","24,558.82","24,589.71","24,397.41","1.17B","-0.26%"
"2014年8月5日","24,648.26","24,679.11","24,679.11","24,494.09","1.25B","0.20%"
"2014年8月4日","24,600.08","24,590.11","24,690.60","24,558.37","1.18B","0.28%"
"2014年8月1日","24,532.43","24,594.23","24,731.52","24,485.73","1.76B","-0.91%"
"2014年7月31日","24,756.85","24,805.75","24,893.74","24,661.57","1.94B","0.10%"
"2014年7月30日","24,732.21","24,704.58","24,912.22","24,660.35","2.52B","0.37%"
"2014年7月29日","24,640.53","24,526.63","24,666.96","24,437.10","2.00B","0.87%"
"2014年7月28日","24,428.63","24,249.27","24,501.13","24,248.36","1.97B","0.88%"
"2014年7月25日","24,216.01","24,247.20","24,247.20","24,088.99","1.64B","0.31%"
"2014年7月24日","24,141.50","24,080.61","24,150.00","24,005.25","1.93B","0.71%"
"2014年7月23日","23,971.87","23,841.22","23,975.74","23,834.39","1.81B","0.80%"
"2014年7月22日","23,782.11","23,465.81","23,803.17","23,423.34","1.86B","1.69%"
"2014年7月21日","23,387.14","23,484.53","23,498.35","23,372.63","1.04B","-0.29%"
"2014年7月18日","23,454.79","23,316.46","23,460.13","23,240.61","913.31M","-0.28%"
"2014年7月17日","23,520.87","23,583.35","23,583.35","23,421.99","1.09B","-0.01%"
"2014年7月16日","23,523.28","23,490.43","23,562.32","23,430.14","959.53M","0.27%"
"2014年7月15日","23,459.96","23,482.84","23,496.57","23,398.25","1.05B","0.49%"
"2014年7月14日","23,346.67","23,310.16","23,459.48","23,273.41","1.06B","0.49%"
"2014年7月11日","23,233.45","23,155.69","23,307.54","23,146.99","1.12B","-0.02%"
"2014年7月10日","23,238.99","23,281.45","23,281.45","23,182.06","1.10B","0.27%"
"2014年7月9日","23,176.07","23,408.05","23,408.05","23,126.68","1.55B","-1.55%"
"2014年7月8日","23,541.38","23,555.31","23,555.66","23,455.13","1.11B","0.00%"
"2014年7月7日","23,540.92","23,581.40","23,592.38","23,435.24","911.91M","-0.02%"
"2014年7月4日","23,546.36","23,609.32","23,626.14","23,508.27","1.12B","0.06%"
"2014年7月3日","23,531.44","23,553.60","23,591.47","23,482.90","1.07B","-0.08%"
"2014年7月2日","23,549.62","23,326.53","23,576.35","23,293.82","1.94B","1.55%"
"2014年6月30日","23,190.72","23,273.19","23,346.23","22,960.08","1.48B","-0.13%"
"2014年6月27日","23,221.52","23,188.48","23,272.10","23,111.03","1.19B","0.10%"
"2014年6月26日","23,197.83","22,947.84","23,203.48","22,926.04","1.29B","1.45%"
"2014年6月25日","22,866.70","22,935.06","22,938.70","22,829.29","1.08B","-0.06%"
"2014年6月24日","22,880.64","22,915.92","22,946.10","22,832.91","1.45B","0.33%"
"2014年6月23日","22,804.81","23,165.26","23,393.81","22,802.10","2.01B","-1.68%"
"2014年6月20日","23,194.06","23,199.18","23,285.52","23,157.86","1.34B","0.11%"
"2014年6月19日","23,167.73","23,264.92","23,300.31","23,122.75","1.42B","-0.06%"
"2014年6月18日","23,181.72","23,128.22","23,299.36","23,128.22","1.30B","-0.09%"
"2014年6月17日","23,203.59","23,237.63","23,242.69","23,127.02","1.36B","-0.42%"
"2014年6月16日","23,300.67","23,299.04","23,340.42","23,232.56","1.22B","-0.08%"
"2014年6月13日","23,319.17","23,099.87","23,397.77","23,099.87","1.56B","0.62%"
"2014年6月12日","23,175.02","23,127.82","23,237.76","23,065.50","1.26B","-0.35%"
"2014年6月11日","23,257.29","23,281.14","23,281.14","23,168.14","1.31B","-0.25%"
"2014年6月10日","23,315.74","23,206.20","23,360.25","23,061.25","1.73B","0.86%"
"2014年6月9日","23,117.47","23,086.94","23,159.60","23,053.38","1.18B","0.73%"
"2014年6月6日","22,951.00","23,231.32","23,231.32","22,950.67","1.79B","-0.69%"
"2014年6月5日","23,109.66","23,142.66","23,178.08","23,052.43","1.14B","-0.18%"
"2014年6月4日","23,151.71","23,284.17","23,284.17","23,110.85","1.10B","-0.60%"
"2014年6月3日","23,291.04","23,327.51","23,327.51","23,134.34","1.87B","0.91%"
"2014年5月30日","23,081.65","23,074.79","23,178.60","22,993.71","2.14B","0.31%"
"2014年5月29日","23,010.14","23,103.31","23,209.26","22,968.10","1.66B","-0.30%"
"2014年5月28日","23,080.03","23,023.82","23,204.94","22,949.86","1.88B","0.59%"
"2014年5月27日","22,944.30","22,953.12","22,984.46","22,886.46","886.17M","-0.08%"
"2014年5月26日","22,963.18","23,055.47","23,086.98","22,898.78","921.74M","-0.01%"
"2014年5月23日","22,965.86","23,010.45","23,010.45","22,922.35","1.33B","0.05%"
"2014年5月22日","22,953.76","22,942.27","23,053.28","22,884.52","1.85B","0.51%"
"2014年5月21日","22,836.52","22,715.58","22,883.50","22,649.66","1.50B","0.01%"
"2014年5月20日","22,834.68","22,758.02","22,914.17","22,758.02","1.38B","0.57%"
"2014年5月19日","22,704.50","22,751.24","22,751.24","22,555.97","991.51M","-0.04%"
"2014年5月16日","22,712.91","22,645.52","22,718.07","22,555.59","1.17B","-0.08%"
"2014年5月15日","22,730.86","22,726.59","22,792.63","22,610.01","1.17B","0.66%"
"2014年5月14日","22,582.77","22,484.49","22,664.37","22,365.23","1.93B","1.03%"
"2014年5月13日","22,352.38","22,436.24","22,436.24","22,286.46","1.14B","0.41%"
"2014年5月12日","22,261.61","21,921.59","22,399.64","21,796.90","1.66B","1.82%"
"2014年5月9日","21,862.99","21,819.94","21,925.39","21,705.12","1.11B","0.12%"
"2014年5月8日","21,837.12","21,804.65","21,929.43","21,738.15","1.40B","0.42%"
"2014年5月7日","21,746.26","21,904.52","21,923.15","21,680.33","1.55B","-1.05%"
"2014年5月5日","21,976.33","22,195.80","22,284.56","21,873.87","1.05B","-1.28%"
"2014年5月2日","22,260.67","22,194.66","22,312.71","22,150.35","1.15B","0.57%"
"2014年4月30日","22,133.97","22,466.04","22,466.04","22,097.36","1.81B","-1.42%"
"2014年4月29日","22,453.89","22,172.08","22,474.19","22,099.20","1.65B","1.45%"
"2014年4月28日","22,132.53","22,122.38","22,202.27","22,096.95","1.20B","-0.41%"
"2014年4月25日","22,223.53","22,524.56","22,548.52","22,213.74","1.50B","-1.50%"
"2014年4月24日","22,562.80","22,527.38","22,575.50","22,461.10","1.25B","0.24%"
"2014年4月23日","22,509.64","22,855.26","22,855.26","22,495.59","1.47B","-0.97%"
"2014年4月22日","22,730.68","22,718.69","22,808.30","22,644.43","1.18B","-0.13%"
"2014年4月17日","22,760.24","22,858.79","22,858.79","22,657.95","1.04B","0.28%"
"2014年4月16日","22,696.01","22,686.21","22,866.56","22,627.51","1.21B","0.11%"
"2014年4月15日","22,671.26","23,054.35","23,054.35","22,658.27","1.51B","-1.60%"
"2014年4月14日","23,038.80","22,911.82","23,090.94","22,911.82","1.33B","0.15%"
"2014年4月11日","23,003.64","23,150.80","23,194.15","22,946.21","2.21B","-0.79%"
"2014年4月10日","23,186.96","22,949.79","23,224.54","22,734.39","2.71B","1.51%"
"2014年4月9日","22,843.17","22,725.43","22,933.33","22,721.19","2.26B","1.09%"
"2014年4月8日","22,596.97","22,390.14","22,625.21","22,329.99","2.24B","0.98%"
"2014年4月7日","22,377.15","22,416.47","22,485.24","22,326.41","1.36B","-0.59%"
"2014年4月4日","22,510.08","22,476.25","22,595.71","22,452.64","1.50B","-0.24%"
"2014年4月3日","22,565.08","22,666.06","22,722.24","22,531.24","1.39B","0.18%"
"2014年4月2日","22,523.94","22,598.40","22,598.40","22,436.28","1.59B","0.34%"
"2014年4月1日","22,448.54","22,292.32","22,458.94","22,250.66","1.60B","1.34%"
"2014年3月31日","22,151.06","22,244.16","22,244.16","22,043.51","1.92B","0.39%"
"2014年3月28日","22,065.53","21,930.40","22,143.24","21,930.40","2.15B","1.06%"
"2014年3月27日","21,834.45","21,897.07","21,926.83","21,715.63","2.22B","-0.24%"
"2014年3月26日","21,887.75","21,889.76","22,006.64","21,865.33","1.92B","0.72%"
"2014年3月25日","21,732.32","21,773.64","21,858.11","21,704.73","1.44B","-0.52%"
"2014年3月24日","21,846.45","21,657.55","21,866.97","21,590.07","2.46B","1.91%"
"2014年3月21日","21,436.70","21,239.09","21,470.31","21,171.91","2.76B","1.20%"
"2014年3月20日","21,182.16","21,352.49","21,475.48","21,137.61","1.86B","-1.79%"
"2014年3月19日","21,568.69","21,585.12","21,614.53","21,485.51","1.25B","-0.07%"
"2014年3月18日","21,583.50","21,549.22","21,606.98","21,469.21","1.48B","0.51%"
"2014年3月17日","21,473.95","21,494.37","21,535.70","21,423.03","1.03B","-0.30%"
"2014年3月14日","21,539.49","21,612.07","21,630.70","21,462.49","1.70B","-1.00%"
"2014年3月13日","21,756.08","21,920.94","22,041.33","21,743.34","1.58B","-0.67%"
"2014年3月12日","21,901.95","22,019.03","22,019.03","21,873.20","1.89B","-1.65%"
"2014年3月11日","22,269.61","22,234.61","22,351.99","22,198.07","1.37B","0.02%"
"2014年3月10日","22,264.93","22,339.42","22,388.46","22,206.80","1.62B","-1.75%"
"2014年3月7日","22,660.49","22,728.53","22,820.41","22,604.02","1.48B","-0.19%"
"2014年3月6日","22,702.97","22,588.77","22,764.38","22,588.76","1.52B","0.55%"
"2014年3月5日","22,579.78","22,839.43","22,839.43","22,529.83","1.62B","-0.34%"
"2014年3月4日","22,657.63","22,542.17","22,783.98","22,534.10","1.34B","0.70%"
"2014年3月3日","22,500.67","22,630.77","22,749.13","22,487.23","1.63B","-1.47%"
"2014年2月28日","22,836.96","22,942.96","22,986.70","22,709.52","1.90B","0.04%"
"2014年2月27日","22,828.18","22,465.96","22,866.23","22,432.48","1.96B","1.74%"
"2014年2月26日","22,437.44","22,297.62","22,502.96","22,258.89","1.75B","0.54%"
"2014年2月25日","22,317.20","22,498.42","22,518.84","22,259.76","1.54B","-0.32%"
"2014年2月24日","22,388.56","22,576.35","22,576.35","22,260.13","1.71B","-0.80%"
"2014年2月21日","22,568.24","22,617.63","22,633.29","22,442.39","1.68B","0.78%"
"2014年2月20日","22,394.08","22,595.91","22,742.72","22,297.85","2.69B","-1.19%"
"2014年2月19日","22,664.52","22,600.60","22,708.40","22,534.19","1.15B","0.34%"
"2014年2月18日","22,587.72","22,535.20","22,592.36","22,437.38","961.51M","0.23%"
"2014年2月17日","22,535.94","22,463.40","22,585.68","22,463.40","1.04B","1.07%"
"2014年2月14日","22,298.41","22,382.72","22,412.74","22,243.77","1.14B","0.60%"
"2014年2月13日","22,165.53","22,297.70","22,297.70","22,098.20","1.43B","-0.54%"
"2014年2月12日","22,285.79","22,057.70","22,308.25","22,010.56","1.96B","1.47%"
"2014年2月11日","21,962.98","21,623.79","22,025.58","21,623.79","2.00B","1.78%"
"2014年2月10日","21,579.26","21,646.75","21,687.84","21,524.81","1.72B","-0.27%"
"2014年2月7日","21,636.85","21,498.09","21,703.69","21,480.09","1.70B","1.00%"
"2014年2月6日","21,423.13","21,320.91","21,440.40","21,277.01","1.59B","0.72%"
"2014年2月5日","21,269.38","21,564.88","21,564.88","21,197.78","1.94B","-0.60%"
